id,channel,title,game,viewers,date
204504,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,21998,1542748100906
204506,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18528,1542748100995
204511,forsen,"@forsen, Sexiest GILF around!",Granny,13037,1542748101224
204513,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,12445,1542748101314
204529,sodapoppin,Squigglypoppers,Just Chatting,5597,1542748102028
204537,giantwaffle,Hej | @GiantWaffle,Rocket League,4379,1542748102654
204547,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2926,1542748103149
204571,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1872,1542748104227
204604,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22122,1542748166378
204606,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18577,1542748166479
204613,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,12694,1542748166779
204627,sodapoppin,Squigglypoppers,Just Chatting,5964,1542748167402
204636,giantwaffle,Hej | @GiantWaffle,Rocket League,4379,1542748167826
204647,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2938,1542748168346
204671,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1846,1542748169410
204703,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22181,1542748231520
204705,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18552,1542748231526
204712,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,12647,1542748231548
204724,sodapoppin,Squigglypoppers,Just Chatting,6250,1542748231583
204736,giantwaffle,Hej | @GiantWaffle,Rocket League,4279,1542748231623
204745,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2979,1542748231648
204770,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1865,1542748231723
204803,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22181,1542748292404
204805,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18502,1542748292409
204812,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,12694,1542748292435
204824,sodapoppin,Squigglypoppers,Just Chatting,6420,1542748292470
204837,giantwaffle,Hej | @GiantWaffle,Rocket League,4279,1542748292506
204850,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2774,1542748292535
204871,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1856,1542748292599
204903,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22297,1542748353237
204905,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18533,1542748353249
204912,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,12757,1542748353289
204924,sodapoppin,Squigglypoppers,Just Chatting,6420,1542748353395
204937,giantwaffle,Hej | @GiantWaffle,Rocket League,4291,1542748353427
204951,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2763,1542748353458
204971,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1831,1542748353514
205003,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22300,1542748414481
205005,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18492,1542748414491
205011,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,12861,1542748414518
205022,sodapoppin,Squigglypoppers,Just Chatting,7038,1542748414566
205035,giantwaffle,Hej | @GiantWaffle,Rocket League,4522,1542748414613
205050,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2766,1542748414665
205073,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1777,1542748414732
205103,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22290,1542748475401
205105,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18515,1542748475408
205111,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,12935,1542748475429
205123,sodapoppin,Squigglypoppers,Just Chatting,7038,1542748475474
205135,giantwaffle,Hej | @GiantWaffle,Rocket League,4469,1542748475514
205151,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2776,1542748475568
205169,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1906,1542748475642
205203,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22378,1542748536460
205205,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18589,1542748536466
205210,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,13196,1542748536487
205219,sodapoppin,Squigglypoppers,Just Chatting,7897,1542748536512
205235,giantwaffle,Hej | @GiantWaffle,Rocket League,4406,1542748536546
205251,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2750,1542748536583
205283,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1438,1542748536663
205303,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22486,1542748597307
205305,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18631,1542748597312
205311,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,13236,1542748597331
205319,sodapoppin,Squigglypoppers,Just Chatting,8121,1542748597347
205336,giantwaffle,Hej | @GiantWaffle,Rocket League,4349,1542748597383
205352,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2755,1542748597417
205403,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22541,1542748658111
205405,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18813,1542748658115
205411,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,13457,1542748658131
205418,sodapoppin,Squigglypoppers,Just Chatting,8577,1542748658146
205436,giantwaffle,Hej | @GiantWaffle,Rocket League,4276,1542748658188
205450,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2738,1542748658219
205503,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22672,1542748718987
205505,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18813,1542748719077
205511,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,13457,1542748719359
205518,sodapoppin,Squigglypoppers,Just Chatting,8776,1542748719617
205537,giantwaffle,Hej | @GiantWaffle,Rocket League,4309,1542748719707
205551,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2737,1542748719777
205603,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,22672,1542748780581
205605,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18757,1542748780591
205611,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,13934,1542748780616
205617,sodapoppin,Squigglypoppers,Just Chatting,9336,1542748780645
205636,giantwaffle,Hej | @GiantWaffle,Rocket League,4327,1542748780716
205652,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2727,1542748780761
205703,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23122,1542748841551
205705,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18820,1542748841558
205711,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14073,1542748841574
205717,sodapoppin,Squigglypoppers,Just Chatting,9614,1542748841594
205736,giantwaffle,Hej | @GiantWaffle,Rocket League,4349,1542748841655
205749,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2743,1542748841705
205803,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23259,1542748902436
205805,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18937,1542748902446
205811,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14073,1542748902463
205816,sodapoppin,Squigglypoppers,Just Chatting,9901,1542748902480
205836,giantwaffle,Hej | @GiantWaffle,Rocket League,4359,1542748902551
205852,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2722,1542748902595
205903,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23614,1542748963262
205905,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18937,1542748963266
205911,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14132,1542748963283
205915,sodapoppin,Squigglypoppers,Just Chatting,10184,1542748963292
205935,giantwaffle,Hej | @GiantWaffle,Rocket League,4363,1542748963341
205951,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2722,1542748963379
209136,giantwaffle,Hej | @GiantWaffle,Rocket League,4353,1542750938338
206003,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23614,1542749024096
206005,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,18937,1542749024106
206011,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14132,1542749024128
206015,sodapoppin,Squigglypoppers,Just Chatting,10184,1542749024140
206035,giantwaffle,Hej | @GiantWaffle,Rocket League,4363,1542749024206
206051,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2722,1542749024264
206103,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24076,1542749085141
206105,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,19170,1542749085148
206111,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14345,1542749085168
206115,sodapoppin,Squigglypoppers,Just Chatting,10334,1542749085181
206136,giantwaffle,Hej | @GiantWaffle,Rocket League,4362,1542749085257
206153,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2704,1542749085324
206189,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1332,1542749085444
206203,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24076,1542749146052
206205,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,19217,1542749146056
206211,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14345,1542749146072
206215,sodapoppin,Squigglypoppers,Just Chatting,10428,1542749146082
206236,giantwaffle,Hej | @GiantWaffle,Rocket League,4338,1542749146144
206251,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2806,1542749146180
206289,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1347,1542749146270
206303,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24408,1542749206859
206306,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,19284,1542749206866
206311,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14652,1542749206876
206315,sodapoppin,Squigglypoppers,Just Chatting,10502,1542749206885
206336,giantwaffle,Hej | @GiantWaffle,Rocket League,4354,1542749206939
206349,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2806,1542749206977
206387,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1385,1542749207069
206403,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24620,1542749267692
206406,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,19180,1542749267698
206411,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14613,1542749267709
206414,sodapoppin,Squigglypoppers,Killing Floor 2,10819,1542749267719
206435,giantwaffle,Hej | @GiantWaffle,Rocket League,4338,1542749267779
206449,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2865,1542749267813
206487,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1456,1542749267902
206503,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24655,1542749328583
206506,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,17725,1542749328594
206511,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,14993,1542749328612
206514,sodapoppin,Squigglypoppers,Killing Floor 2,10973,1542749328620
206535,giantwaffle,Hej | @GiantWaffle,Rocket League,4362,1542749328702
206549,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2945,1542749328752
206580,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1577,1542749328868
206603,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24374,1542749389525
206608,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16721,1542749389549
206611,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15227,1542749389562
206615,sodapoppin,Squigglypoppers,Killing Floor 2,11144,1542749389578
206637,giantwaffle,Hej | @GiantWaffle,Rocket League,4337,1542749389665
206648,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2945,1542749389701
206681,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1586,1542749389828
206703,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23936,1542749450556
206709,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16558,1542749450578
206711,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15233,1542749450584
206715,sodapoppin,Squigglypoppers,Killing Floor 2,11180,1542749450595
206915,sodapoppin,Squigglypoppers,Killing Floor 2,11186,1542749572949
206737,giantwaffle,Hej | @GiantWaffle,Rocket League,4348,1542749450663
206750,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2947,1542749450703
206778,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1666,1542749450787
206803,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23751,1542749511441
206809,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16441,1542749511459
206811,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15647,1542749511463
206815,sodapoppin,Squigglypoppers,Killing Floor 2,11214,1542749511473
206835,giantwaffle,Hej | @GiantWaffle,Rocket League,4349,1542749511543
206849,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2952,1542749511590
206876,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1676,1542749511676
206903,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23602,1542749572430
206909,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16383,1542749572667
206910,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,16050,1542749572714
206935,giantwaffle,Hej | @GiantWaffle,Rocket League,4367,1542749573880
206950,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2965,1542749574577
206973,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1778,1542749575473
207003,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23568,1542749636241
207009,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16298,1542749636266
207010,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,16209,1542749636269
207015,sodapoppin,Squigglypoppers,Killing Floor 2,11220,1542749636284
207036,giantwaffle,Hej | @GiantWaffle,Rocket League,4366,1542749636352
207048,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2999,1542749636392
207073,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1738,1542749637355
207099,chemicaldragoon,Follow for follow! self promoting is allowed in chat! playing with viewers! gifting subs! give aways! VIP's & more!,Fortnite,1123,1542749638537
207103,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23655,1542749699236
207109,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16382,1542749699261
207110,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,16352,1542749699265
207115,sodapoppin,Squigglypoppers,Killing Floor 2,11318,1542749699279
207128,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,5635,1542749699324
207139,giantwaffle,Hej | @GiantWaffle,Rocket League,4366,1542749699365
207174,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1738,1542749699490
207203,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,23834,1542749760213
207209,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16554,1542749760238
207210,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,16426,1542749760241
207215,sodapoppin,Squigglypoppers,Killing Floor 2,11414,1542749760413
207227,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,5843,1542749760998
207237,giantwaffle,Hej | @GiantWaffle,Rocket League,4371,1542749761474
207271,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1775,1542749762995
207304,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24212,1542749823951
207310,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16353,1542749823980
207311,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15973,1542749823983
207315,sodapoppin,Squigglypoppers,Killing Floor 2,11414,1542749823996
207331,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,4678,1542749824048
207336,giantwaffle,Hej | @GiantWaffle,Rocket League,4384,1542749824064
207370,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1836,1542749825288
207399,chemicaldragoon,Follow for follow! self promoting is allowed in chat! playing with viewers! gifting subs! give aways! VIP's & more!,Fortnite,1093,1542749826663
207403,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24877,1542749887339
207408,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16354,1542749887356
207411,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15933,1542749887367
207414,sodapoppin,Squigglypoppers,Killing Floor 2,11602,1542749887380
207435,giantwaffle,Hej | @GiantWaffle,Rocket League,4381,1542749887444
207437,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,4254,1542749887450
207470,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1836,1542749887550
207503,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24384,1542749948368
207508,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16377,1542749948408
207510,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15794,1542749948413
207515,sodapoppin,Squigglypoppers,Killing Floor 2,11319,1542749948423
207535,giantwaffle,Hej | @GiantWaffle,Rocket League,4339,1542749948493
207537,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,4254,1542749948500
207566,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1987,1542749948618
207603,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24282,1542750009438
207608,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16473,1542750009659
207610,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15728,1542750009752
207615,sodapoppin,Squigglypoppers,Killing Floor 2,11652,1542750010007
207635,giantwaffle,Hej | @GiantWaffle,Rocket League,4325,1542750010901
207637,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,4254,1542750011001
207669,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1927,1542750012484
207700,chemicaldragoon,Follow for follow! self promoting is allowed in chat! playing with viewers! gifting subs! give aways! VIP's & more!,Fortnite,1073,1542750013912
207703,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24459,1542750074524
207708,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16800,1542750074546
207711,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15386,1542750074558
207715,sodapoppin,Squigglypoppers,Ultimate Chicken Horse,11652,1542750074569
207735,giantwaffle,Hej | @GiantWaffle,Rocket League,4342,1542750074676
207738,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,3978,1542750074684
207768,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1944,1542750074758
207803,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24410,1542750135472
207808,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,16933,1542750135488
207811,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15182,1542750135496
207815,sodapoppin,Squigglypoppers,Ultimate Chicken Horse,11609,1542750135508
207836,giantwaffle,Hej | @GiantWaffle,Rocket League,4374,1542750135565
207838,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,3978,1542750135572
207867,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,2002,1542750135669
207903,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24327,1542750196381
207908,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,17119,1542750196395
207911,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15182,1542750196403
207916,sodapoppin,Squigglypoppers,Ultimate Chicken Horse,11639,1542750196414
207936,giantwaffle,Hej | @GiantWaffle,Rocket League,4384,1542750196461
207938,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,4003,1542750196466
207961,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,2073,1542750196527
208004,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24309,1542750257849
208008,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,17275,1542750258041
208011,xqcow,Chilling - Watching stuff - playing later - NO PLAN,Just Chatting,15273,1542750258181
208015,sodapoppin,Squigglypoppers,Ultimate Chicken Horse,11958,1542750258365
208036,giantwaffle,Hej | @GiantWaffle,Rocket League,4385,1542750259326
208039,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,3980,1542750259472
208067,kalashnikovmediatv,[RUS] United Masters League | Sprout vs ALTERNATE aTTaX | bo3 by t4pochek &Th3SuspectTV,Counter-Strike: Global Offensive,1998,1542750260787
208104,asmongold,New Camera--Opening BOXES--Viewer Raids--Project 60 (it's not dead)--Duo Transmog Competition?!--DPS Contest Maybe,World of Warcraft,24222,1542750322865
208108,loltyler1,T1 BIG MAN STOMP PRESEASON LIVE !,League of Legends,17416,1542750322878
